name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
1967,-0.2546780731339024,450000,1.7752005635705954,1,1,1,0,20.54 kmpl,0.27644751085726976,0.3360649468678909,0.8396689477692614,5.0
1882,0.5218297734518437,1200000,1.2469264946399388,1,1,1,0,12.99 kmpl,2.0547150599298267,0.2521370197188377,0.3258325107768473,8.0
201,0.26299382458992826,610000,0.36646971308884424,1,1,1,0,22.77 kmpl,0.0779801504697076,0.19590530852897226,0.3772161544760887,5.0
47,0.5218297734518437,2500000,-0.6900784247724692,3,1,0,2,15.71 kmpl,1.0703169524075182,2.725213273044273,1.14797080996471,5.0
1099,0.780665722313759,484999,-1.042261137392907,3,0,1,0,23.1 kmpl,-0.9143566514681031,-0.6867367253219042,-0.8046076506064639,5.0
126,0.5218297734518437,275000,-0.35550484778305325,3,0,1,0,19.02 kmpl,-0.5174219306929788,-0.6864569655647409,-0.6607334482485879,5.0
1040,0.5218297734518437,315000,-0.6548601535104254,3,0,1,0,24.7 kmpl,-1.3152607194509787,-1.2389824859626748,-1.0204189541432778,5.0
1036,0.5218297734518437,275000,-0.549205339724294,3,0,1,0,24.7 kmpl,-1.3152607194509787,-1.2389824859626748,-1.0204189541432778,5.0
663,-0.5135140219958177,290000,-0.7252966960345129,3,0,1,0,19.81 kmpl,-0.7397053743270484,-0.6584809898483899,-0.7117060227982354,5.0
1180,0.780665722313759,280000,-0.6548601535104254,3,0,1,0,14.0 kmpl,-1.3152607194509787,-1.583086987273793,-1.666825191879735,5.0
1339,-1.0311859197196485,225000,-0.4435505259381627,2,0,1,0,26.2 km/kg,-0.9143566514681031,-0.9340443506544478,-0.9382051242244915,5.0
1936,0.26299382458992826,455000,-0.47876879720020643,3,0,1,0,16.47 kmpl,-0.5174219306929788,-0.49202393433610087,-0.5990730758094982,5.0
667,0.26299382458992826,351000,-0.4259413903071408,3,0,1,2,19.81 kmpl,-0.7397053743270484,-0.6584809898483899,-0.7117060227982354,5.0
1971,-0.5135140219958177,535000,-1.0070428661308632,3,0,1,2,15.04 kmpl,0.27644751085726976,0.3360649468678909,-0.15717373999602205,5.0
1367,-1.2900218685815639,175000,-0.24104546618141093,3,0,1,0,18.2 kmpl,-0.9143566514681031,-0.6850581667789235,-0.8046076506064639,5.0
728,-0.2546780731339024,525000,-0.13539065239527961,3,0,1,0,18.5 kmpl,-0.5194066042968545,-0.24443654924639396,-0.5610491794720596,5.0
1239,0.5218297734518437,600000,1.4230178509501576,1,1,1,0,26.59 kmpl,-0.4181882504991978,-0.49202393433610087,0.22306522337836443,5.0
653,0.5218297734518437,565000,0.04950527173045024,3,0,0,0,19.1 kmpl,-0.5194066042968545,-0.2682161286052922,-0.5579661608501051,5.0
1056,-1.548857817443479,120000,-0.020931270793637317,3,0,1,4,19.7 kmpl,-1.3152607194509787,-1.266958461679026,-1.0923560553222158,5.0
687,0.780665722313759,725000,0.718652425709282,1,1,1,0,22.54 kmpl,-0.12445655712560579,-0.07993781203424936,0.5282840669518584,5.0
1345,-1.2900218685815639,185000,0.1375509498855597,3,0,1,2,21.79 kmpl,-0.9143566514681031,-0.6864569655647409,-0.8046076506064639,5.0
1668,-1.0311859197196485,200000,0.5425610693990631,1,1,1,2,18.8 kmpl,-0.4181882504991978,-0.0444083228744836,0.3258325107768473,5.0
1288,1.2983376200375896,615000,-1.042261137392907,3,1,1,0,21.21 kmpl,-0.5194066042968545,-0.27381132374856254,-0.5682428895899534,5.0
1132,0.5218297734518437,270000,0.5425610693990631,3,1,1,4,15.37 kmpl,-0.52139127790073,-0.5199999100524519,-0.6915636344681327,7.0
1079,1.0395016711756744,610000,-0.6020327466173597,3,1,1,0,21.4 kmpl,-0.5194066042968545,-0.2374425553173062,-0.5476894321102568,5.0
929,0.004157875728012938,625000,0.01428700046840646,1,1,0,2,11.79 kmpl,1.4295428747090058,0.7948709486160488,1.2507380973631927,8.0
293,1.557173568899505,400000,-1.1303068155480165,3,1,1,2,19.0 kmpl,-0.5253606251084814,0.08651924347803965,-0.4963057884110154,5.0
632,0.780665722313759,866000,-0.5527271668504984,3,1,1,0,17.0 kmpl,0.2625547956301404,0.831239717047305,-0.17772719747571863,5.0
1930,-1.0311859197196485,700000,0.7890889682333696,3,1,1,0,14.3 kmpl,0.6733822316323941,1.9139099772700918,0.8396689477692614,5.0
1615,-1.0311859197196485,300000,-0.3731139834140751,3,1,1,0,15.8 kmpl,-0.569023444393745,-0.7438077157832605,-0.7429472781673742,5.0
977,1.2983376200375896,1700000,-0.6548601535104254,1,1,1,0,15.1 kmpl,1.4295428747090058,1.7740300986883366,1.9701091091525726,7.0
1638,0.5218297734518437,375000,0.5425610693990631,1,1,1,0,19.09 kmpl,-0.1065944946907252,-0.6316240531606926,-0.34215485731329115,5.0
598,-0.2546780731339024,522000,1.4230178509501576,1,1,1,2,22.32 kmpl,0.2446927331952598,0.9716791151433875,0.9403808894197747,5.0
736,-0.2546780731339024,451999,-0.003322135162615429,1,1,1,0,21.9 kmpl,-0.12445655712560579,-0.0790985327627588,0.5272563940778735,5.0
1815,-1.2900218685815639,300000,0.5425610693990631,3,1,1,2,14.53 kmpl,0.6733822316323941,1.301236109082003,0.04836083480094361,5.0
1086,1.557173568899505,475000,-0.9894337304998413,3,1,1,0,21.63 kmpl,-0.9143566514681031,-0.6867367253219042,-0.8046076506064639,5.0
1318,0.5218297734518437,780000,-0.16180435584181244,1,1,1,0,24.3 kmpl,-0.4181882504991978,-0.08637228644901021,0.3258325107768473,5.0
1252,0.780665722313759,595000,-0.5139870684622503,3,1,1,0,20.85 kmpl,-0.5194066042968545,-0.23632351628865197,-0.5476894321102568,5.0
1349,0.780665722313759,440000,-0.6020327466173597,3,1,1,0,20.51 kmpl,-0.9143566514681031,-0.6867367253219042,-0.8046076506064639,5.0
1451,0.004157875728012938,400000,0.01428700046840646,1,1,1,4,20.45 kmpl,0.0045472271263096095,-0.21785937231586036,0.3258325107768473,5.0
472,0.5218297734518437,1140000,-0.33789571215203135,1,1,1,0,19.67 kmpl,0.2446927331952598,0.9683219980574256,0.9414085622937592,5.0
188,0.780665722313759,850000,0.12238948410724984,1,1,1,0,23.0 kmpl,0.0779801504697076,0.2062564195440219,0.3772161544760887,5.0
1251,-0.5135140219958177,370000,1.863246241725705,1,1,1,1,19.3 kmpl,-0.4181882504991978,-0.4948215319077358,0.22306522337836443,5.0
1485,1.0395016711756744,350000,-0.7781241029275786,3,1,1,0,23.01 kmpl,-0.9123719778642275,-0.6878557643505584,-0.7943309218666156,5.0
1086,0.26299382458992826,360000,-0.5139870684622503,3,1,1,2,23.1 kmpl,-0.9143566514681031,-0.6867367253219042,-0.8046076506064639,5.0
1058,-1.548857817443479,105000,-0.073758677686703,3,1,1,1,19.7 kmpl,-1.3152607194509787,-1.266958461679026,-1.0923560553222158,5.0
1150,-0.2546780731339024,625000,0.36646971308884424,1,1,1,2,20.77 kmpl,-0.4181882504991978,-0.0790985327627588,0.3258325107768473,7.0
574,-1.2900218685815639,135000,0.19037835677862536,3,1,1,2,17.92 kmpl,-0.7397053743270484,-0.8249380453606786,-0.7419196052933894,5.0
1150,0.26299382458992826,700000,0.718652425709282,1,1,1,2,20.77 kmpl,-0.4181882504991978,-0.0790985327627588,0.3258325107768473,7.0
331,1.2983376200375896,690000,-1.1954077899759044,3,0,1,0,17.8 kmpl,-0.5174219306929788,-0.13672904273844208,-0.6093498045493465,5.0
21,1.0395016711756744,3975000,-0.6583819806366298,1,0,0,0,17.01 kmpl,1.0107767442912496,2.697237297327922,2.381178258746504,5.0
771,1.2983376200375896,5150000,-0.866169781082688,3,0,0,0,22.37 kmpl,2.0408223447026974,3.440279212354207,0.34638596825654383,5.0
751,0.780665722313759,3200000,-0.4259413903071408,1,0,0,0,19.33 kmpl,1.072301626011394,2.3895015644480604,2.6894801209419525,5.0
765,0.780665722313759,4100000,-0.9189971879757537,3,1,0,0,9.5 kmpl,4.2577027602317665,5.271027063232221,1.836511635534545,5.0
768,1.2983376200375896,4500000,-0.8485606454516661,1,0,0,0,12.83 kmpl,1.072301626011394,1.586870821145948,2.1961971414292347,7.0
1414,0.780665722313759,6000000,-0.5668144753553159,1,0,0,0,13.5 kmpl,3.033159146640508,4.56575271542301,4.642058581513126,5.0
38,1.0395016711756744,3790000,-0.69888299258798,1,0,0,0,22.48 kmpl,1.0643629315958916,2.689963543641671,2.381178258746504,5.0
49,1.2983376200375896,5800000,-1.0862839764704617,1,0,0,0,16.78 kmpl,1.0643629315958916,2.7531892487606244,2.381178258746504,5.0
1568,1.0395016711756744,1864999,-0.33789571215203135,3,0,0,0,14.67 kmpl,0.6733822316323941,2.402370513277582,0.8396689477692614,5.0
1389,0.5218297734518437,2700000,-0.6020327466173597,1,0,0,0,15.0 kmpl,1.3580946249694834,3.1448529087895394,3.4088511327313324,5.0
772,1.2983376200375896,1750000,-0.8837789167137099,3,0,0,0,13.96 kmpl,-0.015299508912446604,1.3823664386594214,0.8396689477692614,5.0
409,0.780665722313759,795000,-0.49637793283122833,3,0,0,0,18.0 kmpl,0.07599547686583198,0.7277286068968061,-0.23938756991480833,5.0
1806,-0.2546780731339024,625000,-0.5315962040932721,3,0,0,0,14.28 kmpl,0.6733822316323941,1.2992777907818587,0.04836083480094361,5.0
1979,1.0395016711756744,3400000,-0.8309515098206443,1,0,0,0,18.0 kmpl,1.0127614178951254,2.7531892487606244,2.381178258746504,5.0
25,0.26299382458992826,2650000,-0.28506830525896565,1,0,0,0,12.07 kmpl,2.9934656745629957,4.19115440058107,3.9226875697237467,7.0
1120,0.26299382458992826,535000,-0.5139870684622503,1,0,1,0,26.21 kmpl,-0.4181882504991978,-0.08637228644901021,0.3258325107768473,5.0
1414,0.780665722313759,5850000,-0.390723119045097,1,0,0,0,13.5 kmpl,3.033159146640508,5.326979014664923,3.3060838453328496,5.0
39,-1.0311859197196485,975000,0.05302709885665462,3,0,0,2,10.8 kmpl,2.0606690807414534,1.6341502201065812,0.8396689477692614,5.0
505,0.5218297734518437,805000,-0.3396566257151335,3,0,1,0,16.3 kmpl,0.6713975580285184,1.5642102808157035,0.09460611413026088,5.0
750,0.780665722313759,2625000,-1.0598702730239289,1,0,0,0,13.6 kmpl,1.072301626011394,2.3895015644480604,2.6894801209419525,5.0
1717,1.0395016711756744,811000,-1.024652001761885,3,0,1,0,17.0 kmpl,-0.5174219306929788,0.4731472278780114,0.01753064858139876,5.0
1971,-0.772349970857733,375000,-0.35550484778305325,3,1,1,0,15.04 kmpl,0.27644751085726976,0.3360649468678909,-0.15717373999602205,5.0
506,-0.5135140219958177,550000,0.4545153912439537,3,1,1,0,16.3 kmpl,0.6713975580285184,1.5642102808157035,0.09460611413026088,5.0
1553,0.5218297734518437,645000,-1.024652001761885,3,0,0,0,14.3 kmpl,0.27644751085726976,0.33326734929625595,-0.15717373999602205,5.0
1383,1.0395016711756744,2550000,-0.9013880523447318,3,0,0,0,15.04 kmpl,1.056424237180389,2.5573574187461667,1.3535053847616756,5.0
1157,0.004157875728012938,599000,-0.4065713411130167,3,0,1,0,16.02 kmpl,-0.17010405001474507,0.05910278727601547,-0.39353850101253257,7.0
1407,0.780665722313759,2700000,-0.9366063236067755,3,0,0,0,14.74 kmpl,1.056424237180389,2.502524506342118,1.3535053847616756,5.0
381,0.780665722313759,875000,-0.9013880523447318,3,0,0,0,15.6 kmpl,0.07599547686583198,0.6913598384655497,-0.22911084117496003,5.0
1854,1.2983376200375896,894999,-1.0483538983212406,3,0,0,0,19.56 kmpl,-0.5194066042968545,-0.27381132374856254,-0.5682428895899534,5.0
1050,-0.772349970857733,175000,-1.024652001761885,3,0,1,0,23.95 kmpl,-0.9143566514681031,-0.6864569655647409,-0.8046076506064639,5.0
1288,-0.5135140219958177,340000,-0.7904504978692939,3,0,1,0,21.21 kmpl,-0.5194066042968545,-0.27381132374856254,-0.5682428895899534,5.0
1904,0.5218297734518437,1525000,-0.4758985080923499,1,0,0,2,11.36 kmpl,2.572714870541364,2.2356336980081295,1.9701091091525726,7.0
1725,1.0395016711756744,1025000,-1.0774794086549506,1,0,0,0,21.5 kmpl,0.07599547686583198,0.4731472278780114,0.9424362351677442,5.0
30,0.5218297734518437,2150000,-0.6900784247724692,1,0,0,0,22.69 kmpl,1.0643629315958916,2.7531892487606244,2.381178258746504,5.0
1800,0.5218297734518437,1900000,-0.49637793283122833,3,0,0,0,19.16 kmpl,2.0547150599298267,1.849565233122484,0.4594299843948749,5.0
37,0.5218297734518437,2900000,-1.0070428661308632,1,0,0,0,18.12 kmpl,1.0643629315958916,2.7531892487606244,2.381178258746504,5.0
1802,-1.2900218685815639,450000,0.03189613609942835,3,0,0,0,12.1 kmpl,1.7927381442182446,2.045397063136942,0.5724740005332061,5.0
1142,0.5218297734518437,850000,-0.866169781082688,3,1,1,0,17.5 kmpl,-0.17010405001474507,-0.01363474958649757,-0.39353850101253257,7.0
1981,0.780665722313759,10000000,-0.6900784247724692,3,1,0,0,42.0 kmpl,1.0127614178951254,8.62814414919435,4.847593156310092,4.0
1967,-0.772349970857733,300000,0.5425610693990631,1,1,1,2,20.54 kmpl,0.27644751085726976,0.3360649468678909,0.8396689477692614,5.0
269,1.0395016711756744,575000,-1.0510657052084178,3,1,1,0,18.16 kmpl,-0.52139127790073,-0.13393144516680713,-0.5785196183298017,5.0
281,-0.772349970857733,160000,0.894743782019501,1,1,1,0,20.0 kmpl,-0.11850253631397892,-0.6598797886342074,-0.08523663881708407,5.0
1294,0.26299382458992826,515000,-0.5738581296077246,3,1,1,0,20.4 kmpl,-0.5194066042968545,-0.27381132374856254,-0.5682428895899534,5.0
1320,0.26299382458992826,390000,-0.33789571215203135,3,1,0,2,20.51 kmpl,-0.9143566514681031,-0.6878557643505584,-0.8046076506064639,5.0
734,0.5218297734518437,550000,-0.9718245948688193,3,1,1,2,18.6 kmpl,-0.5194066042968545,-0.27297204447707196,-0.5507724507322113,5.0
1020,-3.878381357200717,40000,-0.5139870684622503,3,1,1,2,16.1 kmpl,-1.3152607194509787,-1.527135035841091,-1.1231862415417606,4.0
1192,-1.0311859197196485,220000,0.894743782019501,1,1,1,0,21.1 kmpl,-0.4181882504991978,-0.4948215319077358,-0.5682428895899534,5.0
550,0.26299382458992826,425000,0.01428700046840646,3,1,1,0,18.9 kmpl,-0.5194066042968545,-0.2682161286052922,-0.5579661608501051,5.0
1912,1.2983376200375896,480000,-0.9894337304998413,3,1,1,0,19.44 kmpl,-0.9123719778642275,-0.4640479586197498,-0.7532240069072225,5.0
555,0.004157875728012938,400000,-0.16180435584181244,3,1,1,2,18.9 kmpl,-0.5194066042968545,-0.2682161286052922,-0.5579661608501051,5.0
1252,0.004157875728012938,487000,-0.6020327466173597,3,1,1,0,19.1 kmpl,-0.5194066042968545,-0.1619074208831582,-0.5579661608501051,5.0
649,0.5218297734518437,386000,-0.4435505259381627,3,1,1,2,19.1 kmpl,-0.5194066042968545,-0.2682161286052922,-0.5579661608501051,5.0
365,-2.325365664029225,100000,0.894743782019501,3,1,1,2,13.0 kmpl,0.06805678245032949,0.2353514342890272,-1.594888090700797,5.0
1813,-1.0311859197196485,300000,-0.16180435584181244,1,1,1,0,21.43 kmpl,-0.18796611244962566,-0.12274105488026654,0.3772161544760887,5.0
121,-3.619545408338802,100000,-0.16180435584181244,3,1,1,0,18.5 kmpl,-1.3152607194509787,-1.0795194243794735,-0.9998654966635813,5.0
1849,0.004157875728012938,1750000,-0.6900784247724692,1,1,1,2,13.0 kmpl,3.02323577862113,2.151705770859076,1.7954047205751518,7.0
845,0.5218297734518437,450000,-0.9542154592377975,3,1,1,2,18.15 kmpl,-0.5174219306929788,-0.2682161286052922,-0.5476894321102568,6.0
1791,0.780665722313759,490000,0.36646971308884424,1,1,1,0,22.95 kmpl,-0.4181882504991978,-0.49202393433610087,0.22306522337836443,5.0
368,-1.2900218685815639,345000,-0.390723119045097,3,1,1,2,17.0 kmpl,0.07599547686583198,0.7389189971833466,-0.22911084117496003,5.0
1375,-2.325365664029225,85000,0.36646971308884424,3,1,1,0,17.3 kmpl,-0.9242800194874813,-0.883687594365016,-0.9279283954846433,5.0
1350,-1.0311859197196485,215000,0.9053092633981141,3,1,1,2,18.9 kmpl,-0.9143566514681031,-0.6850581667789235,-0.8046076506064639,5.0
628,-1.0311859197196485,320000,0.5425610693990631,3,1,1,4,16.2 kmpl,0.27843218446114537,0.3248745565813507,-1.5763899789690698,5.0
